,ref,title,genres,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
1143,1143,The Ninja Mission (1984),"(Action, Drama)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,1144,The Ninja Mission (1984),"(Action, Drama)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,1145,The FBI Story (1959),"(Crime, Drama, History, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1146,1146,The FBI Story (1959),"(Crime, Drama, History, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1147,1147,The FBI Story (1959),"(Crime, Drama, History, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1148,1148,The FBI Story (1959),"(Crime, Drama, History, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1149,1149,The FBI Story (1959),"(Crime, Drama, History, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1150,1150,The Drug Years (TV Mini-Series 2006– ),[Documentary],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,1151,The Mother (2003),"(Drama, Romance)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1152,1152,The Mother (2003),"(Drama, Romance)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,1153,The Mother (2003),"(Drama, Romance)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1154,1154,The Mother (2003),"(Drama, Romance)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1155,1155,The Tenants (2005),"(Crime, Drama, Romance, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1156,1156,The Tenants (2005),"(Crime, Drama, Romance, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1157,1157,The Tenants (2005),"(Crime, Drama, Romance, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1158,1158,The Tenants (2005),"(Crime, Drama, Romance, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1159,1159,"Drive, He Said (1971)","(Comedy, Drama, Sport)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1160,1160,"Drive, He Said (1971)","(Comedy, Drama, Sport)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1161,1161,"Drive, He Said (1971)","(Comedy, Drama, Sport)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1162,1162,"Drive, He Said (1971)","(Comedy, Drama, Sport)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1163,1163,"Drive, He Said (1971)","(Comedy, Drama, Sport)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1164,1164,Alive (2002),"(Action, Drama, Horror, Sci-Fi, Thriller)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1165,1165,Alive (2002),"(Action, Drama, Horror, Sci-Fi, Thriller)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1166,1166,Alive (2002),"(Action, Drama, Horror, Sci-Fi, Thriller)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1167,1167,Alive (2002),"(Action, Drama, Horror, Sci-Fi, Thriller)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1168,1168,Alive (2002),"(Action, Drama, Horror, Sci-Fi, Thriller)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1169,1169,The Lady and the Duke (2001),"(Drama, History, Romance, War)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1170,1170,The Lady and the Duke (2001),"(Drama, History, Romance, War)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1171,1171,The Lady and the Duke (2001),"(Drama, History, Romance, War)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1172,1172,The Lady and the Duke (2001),"(Drama, History, Romance, War)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1173,1173,The Lady and the Duke (2001),"(Drama, History, Romance, War)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1174,1174,The Lady and the Duke (2001),"(Drama, History, Romance, War)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1175,1175,The Lady and the Duke (2001),"(Drama, History, Romance, War)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1176,1176,The Lady and the Duke (2001),"(Drama, History, Romance, War)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1177,1177,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1178,1178,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1179,1179,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1180,1180,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1181,1181,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1182,1182,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1183,1183,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1184,1184,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1185,1185,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1186,1186,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1187,1187,The Beast (1975),"(Drama, Fantasy, Horror, Romance)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1188,1188,Dodes'ka-den (1970),[Drama],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,1189,Sea Hunt (TV Series 1958–1961),"(Action, Adventure)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,1190,Iron Chef America: The Series (TV Series 2005– ),"(Game-Show, Reality-TV)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1191,1191,Fatty Drives the Bus (1999),"(Comedy, Fantasy)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,1192,Fatty Drives the Bus (1999),"(Comedy, Fantasy)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,1193,Fatty Drives the Bus (1999),"(Comedy, Fantasy)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,1194,Fatty Drives the Bus (1999),"(Comedy, Fantasy)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,1195,Fatty Drives the Bus (1999),"(Comedy, Fantasy)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1196,Spring Breakdown (2009),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1197,1197,Spring Breakdown (2009),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1198,1198,Spring Breakdown (2009),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1199,1199,Devil Dog: The Hound of Hell (TV Movie 1978),"(Thriller, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1200,1200,Devil Dog: The Hound of Hell (TV Movie 1978),"(Thriller, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1201,1201,Devil Dog: The Hound of Hell (TV Movie 1978),"(Thriller, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1202,1202,Devil Dog: The Hound of Hell (TV Movie 1978),"(Thriller, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1203,1203,Devil Dog: The Hound of Hell (TV Movie 1978),"(Thriller, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1204,1204,Devil Dog: The Hound of Hell (TV Movie 1978),"(Thriller, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1205,1205,Corpse Eaters (1974),[Horror],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,1206,Corpse Eaters (1974),[Horror],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,1207,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1208,1208,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1209,1209,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1210,1210,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1211,1211,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1212,1212,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1213,1213,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1214,1214,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1215,1215,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1216,1216,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1217,1217,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1218,1218,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1219,1219,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1220,1220,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1221,1221,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1222,1222,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1223,1223,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1224,1224,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1225,1225,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1226,1226,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1227,1227,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1228,1228,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1229,1229,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1230,1230,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1231,1231,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1232,1232,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1233,1233,While She Was Out (2008),"(Crime, Drama, Horror, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1234,1234,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1235,1235,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1236,1236,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1237,1237,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1238,1238,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1239,1239,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1240,1240,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1241,1241,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1242,1242,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1243,1243,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1244,1244,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1245,1245,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1246,1246,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1247,1247,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1248,1248,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1249,1249,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1250,1250,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1251,1251,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1252,1252,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1253,1253,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1254,1254,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1255,1255,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1256,1256,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1257,1257,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1258,1258,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1259,1259,Planet of the Apes (2001),"(Action, Adventure, Sci-Fi, Thriller)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1260,1260,Faithful in My Fashion (1946),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1261,1261,The Girl from Missouri (1934),"(Comedy, Drama, Romance)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1262,1262,Robot Wars (1993),"(Action, Sci-Fi)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1263,1263,Robot Wars (1993),"(Action, Sci-Fi)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1264,1264,Robot Wars (1993),"(Action, Sci-Fi)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1265,1265,Prête-moi ta main (2006),"(Comedy, Romance)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1266,1266,Grand Canyon (1991),"(Crime, Drama)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,1267,Grand Canyon (1991),"(Crime, Drama)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,1268,Grand Canyon (1991),"(Crime, Drama)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,1269,Masterpiece Theatre: Bleak House (TV Mini-Series 1985– ),"(Drama, Crime)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,1270,"""Poirot"" Murder in Mesopotamia (TV Episode 2001)","(Crime, Drama, Mystery, Thriller)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1271,1271,The Thing About My Folks (2005),"(Comedy, Drama)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,1272,The Thing About My Folks (2005),"(Comedy, Drama)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,1273,The Thing About My Folks (2005),"(Comedy, Drama)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,1274,The Thing About My Folks (2005),"(Comedy, Drama)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,1275,Future Shock (1994),"(Sci-Fi, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1276,1276,Future Shock (1994),"(Sci-Fi, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1277,1277,Future Shock (1994),"(Sci-Fi, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1278,1278,Future Shock (1994),"(Sci-Fi, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1279,1279,Future Shock (1994),"(Sci-Fi, Horror)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1280,1280,The Gay Sisters (1942),"(Drama, Romance)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1281,1281,The Gay Sisters (1942),"(Drama, Romance)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1282,1282,The Gay Sisters (1942),"(Drama, Romance)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1283,1283,Rob Roy (1995),"(Adventure, Biography, History)",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,1284,Rob Roy (1995),"(Adventure, Biography, History)",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,1285,Rob Roy (1995),"(Adventure, Biography, History)",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,1286,Rob Roy (1995),"(Adventure, Biography, History)",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,1287,Ride with the Devil (1999),"(Drama, Romance, War, Western)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1288,1288,Ride with the Devil (1999),"(Drama, Romance, War, Western)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1289,1289,Ride with the Devil (1999),"(Drama, Romance, War, Western)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1290,1290,Ride with the Devil (1999),"(Drama, Romance, War, Western)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1291,1291,Ride with the Devil (1999),"(Drama, Romance, War, Western)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1292,1292,Ride with the Devil (1999),"(Drama, Romance, War, Western)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1293,1293,Ride with the Devil (1999),"(Drama, Romance, War, Western)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
